2021-08-16, 3000000.0
2021-08-17, 2997100.0
2021-08-18, 2998700.0
2021-08-19, 2997300.0
2021-08-20, 2996300.0
2021-08-23, 3003600.0
2021-08-24, 3003400.0
2021-08-25, 3001000.0
2021-08-26, 3000800.0
2021-08-27, 3004900.0
2021-08-30, 3013500.0
2021-08-31, 3015000.0
2021-09-01, 3028100.0
2021-09-02, 3035300.0
2021-09-03, 3035300.0
2021-09-06, 3035100.0
2021-09-07, 3048800.0
2021-09-08, 3062100.0
2021-09-09, 3065500.0
2021-09-10, 3088400.0
2021-09-13, 3082800.0
2021-09-14, 3067800.0
2021-09-15, 3059100.0
2021-09-16, 3063200.0
2021-09-17, 3069100.0
2021-09-21, 3054300.0
2021-09-22, 3047100.0
2021-09-24, 3048300.0
2021-09-27, 3045800.0
2021-09-28, 3046400.0
2021-09-29, 3046700.0
2021-09-30, 3046100.0
2021-10-01, 3046000.0
2021-10-04, 3046300.0
2021-10-05, 3046100.0
2021-10-06, 3045900.0
2021-10-07, 3046100.0
2021-10-08, 3046100.0
2021-10-11, 3046100.0
2021-10-12, 3046100.0
2021-10-13, 3046100.0
2021-10-14, 3046100.0
2021-10-15, 3048100.0
2021-10-18, 3042600.0
2021-10-19, 3040600.0
2021-10-20, 3039600.0
2021-10-21, 3038100.0
2021-10-22, 3038600.0
2021-10-25, 3035200.0
2021-10-26, 3038700.0
2021-10-27, 3038500.0
2021-10-28, 3037000.0
2021-10-29, 3032500.0
2021-11-01, 3046900.0
2021-11-02, 3035100.0
2021-11-04, 3038700.0
2021-11-05, 3027100.0
2021-11-08, 3019000.0
2021-11-09, 3007500.0
2021-11-10, 3012400.0
2021-11-11, 3010300.0
2021-11-12, 3012400.0
2021-11-15, 3003000.0
2021-11-16, 3004800.0
2021-11-17, 2997800.0
2021-11-18, 2996100.0
2021-11-19, 3001300.0
2021-11-22, 3004800.0
2021-11-24, 3000900.0
2021-11-25, 3003000.0
2021-11-26, 2999800.0
2021-11-29, 2995600.0
2021-11-30, 3001700.0
2021-12-01, 3001000.0
2021-12-02, 2995300.0
2021-12-03, 3001100.0
2021-12-06, 3001500.0
2021-12-07, 3011400.0
2021-12-08, 3002500.0
2021-12-09, 2992600.0
2021-12-10, 2980000.0
2021-12-13, 2975200.0
2021-12-14, 2975200.0
2021-12-15, 2978900.0
2021-12-16, 2986200.0
2021-12-17, 2971500.0
2021-12-20, 2948300.0
2021-12-21, 2957300.0
2021-12-22, 2958900.0
2021-12-23, 2961000.0
2021-12-24, 2958400.0
2021-12-27, 2955400.0
2021-12-28, 2965300.0
2021-12-29, 2971900.0
2021-12-30, 2966100.0
2022-01-04, 2979600.0
2022-01-05, 2979200.0
2022-01-06, 2965400.0
2022-01-07, 2964400.0
2022-01-11, 2966400.0
2022-01-12, 2974400.0
2022-01-13, 2971000.0
2022-01-14, 2965400.0
2022-01-17, 2968600.0
2022-01-18, 2961400.0
2022-01-19, 2942300.0
2022-01-20, 2944000.0
2022-01-21, 2944500.0
2022-01-24, 2945900.0
2022-01-25, 2942500.0
2022-01-26, 2941100.0
2022-01-27, 2939300.0
2022-01-28, 2943000.0
2022-01-31, 2943600.0
2022-02-01, 2946400.0
2022-02-02, 2980300.0
2022-02-03, 3046500.0
2022-02-04, 3025600.0
2022-02-07, 3017400.0
2022-02-08, 3015200.0
2022-02-09, 3035200.0
2022-02-10, 3041100.0
2022-02-14, 3038200.0
2022-02-15, 3044400.0
2022-02-16, 3049600.0
2022-02-17, 3055200.0
2022-02-18, 3041500.0
2022-02-21, 3048800.0
2022-02-22, 3021500.0
2022-02-24, 2994300.0
2022-02-25, 3019300.0
2022-02-28, 3043700.0
2022-03-01, 3078300.0
2022-03-02, 3080800.0
2022-03-03, 3062800.0
2022-03-04, 3045600.0
2022-03-07, 3046800.0
2022-03-08, 3060400.0
2022-03-09, 3065700.0
2022-03-10, 3070700.0
2022-03-11, 3062600.0
2022-03-14, 3076900.0
2022-03-15, 3080100.0
2022-03-16, 3057900.0
2022-03-17, 3084400.0
2022-03-18, 3116900.0
2022-03-22, 3070000.0
2022-03-23, 3089900.0
2022-03-24, 3099300.0
2022-03-25, 3104000.0
2022-03-28, 3115300.0
2022-03-29, 3107800.0
2022-03-30, 3134300.0
2022-03-31, 3127300.0
2022-04-01, 3110700.0
2022-04-04, 3117700.0
2022-04-05, 3109500.0
2022-04-06, 3107400.0
2022-04-07, 3094800.0
2022-04-08, 3096300.0
2022-04-11, 3095500.0
2022-04-12, 3093500.0
2022-04-13, 3093600.0
2022-04-14, 3093600.0
2022-04-15, 3093600.0
2022-04-18, 3093400.0
2022-04-19, 3093600.0
2022-04-20, 3093400.0
2022-04-21, 3093300.0
2022-04-22, 3091200.0
2022-04-25, 3089800.0
2022-04-26, 3092100.0
2022-04-27, 3086100.0
2022-04-28, 3086100.0
2022-05-02, 3084200.0
2022-05-06, 3087600.0
2022-05-09, 3084300.0
2022-05-10, 3091400.0
2022-05-11, 3088000.0
2022-05-12, 3086000.0
2022-05-13, 3092700.0
2022-05-16, 3076000.0
2022-05-17, 3076500.0
2022-05-18, 3073500.0
2022-05-19, 3068800.0
2022-05-20, 3066000.0
2022-05-23, 3066000.0
2022-05-24, 3066000.0
2022-05-25, 3066000.0
2022-05-26, 3066000.0
2022-05-27, 3066000.0
2022-05-30, 3066000.0
2022-05-31, 3066000.0
2022-06-01, 3066000.0
2022-06-02, 3067400.0
2022-06-03, 3068600.0
2022-06-06, 3068400.0
2022-06-07, 3069600.0
2022-06-08, 3072800.0
2022-06-09, 3071400.0
2022-06-10, 3044700.0
2022-06-13, 3034400.0
2022-06-14, 3031200.0
2022-06-15, 3030000.0
2022-06-16, 3035300.0
2022-06-17, 3034300.0
2022-06-20, 3028400.0
2022-06-21, 3034000.0
2022-06-22, 3034700.0
2022-06-23, 3035400.0
2022-06-24, 3036200.0
2022-06-27, 3043100.0
2022-06-28, 3049400.0
2022-06-29, 3047600.0
